,Company,ESP,Estimate_eps,Estimate_sales,Reported_eps,Reported_sales,cap,symbol,timing
2020-01-28,First Foundatio...,,0.31,52.8,0.34,54.09,715.0,FFWM,amc
2020-01-28,Great Western B...,,0.77,123.05,0.78,120.91,746.0,GWB,bmo
2020-01-28,First Commonwea...,,0.28,91.22,0.27,91.33,798.0,FCF,amc
2020-01-28,Veritex Holding...,,0.63,78.4,0.58,77.0,848.0,VBTX,amc
2020-01-28,Trico Bancshare...,,0.74,78.6,0.75,78.38,890.0,TCBK,amc
2020-01-28,Pentair Plc,,0.65,752.07,0.68,755.2,6972.0,PNR,bmo
2020-01-28,First Busey Cor...,,0.54,102.91,0.57,103.57,978.0,BUSE,amc
2020-01-28,"Osi Systems, In...",,1.23,316.83,1.27,305.34,1219.0,OSIS,amc
2020-01-28,Mercury Systems...,,0.48,192.96,0.54,193.91,4281.0,MRCY,amc
2020-01-28,Rexnord Corpora...,,0.42,487.67,0.48,491.7,3555.0,RXN,amc
2020-01-28,Equity Resident...,,0.89,685.04,0.91,683.92,20307.0,EQR,amc
2020-01-28,Stryker Corpora...,,2.46,4100.65,2.49,4131.0,72158.0,SYK,amc
2020-01-28,Apple Inc.,,4.54,88017.8,4.99,91819.0,1681722.0,AAPL,amc
2020-01-28,Advanced Micro...,,0.3,2101.32,0.32,2127.0,66758.0,AMD,amc
2020-01-28,C.h. Robinson W...,,0.98,3804.82,0.73,3793.33,11520.0,CHRW,amc
2020-01-28,Lockheed Martin...,,4.99,15276.5,5.29,15878.0,105197.0,LMT,bmo
2020-01-28,Starbucks Corpo...,,0.76,7104.54,0.79,7097.1,88137.0,SBUX,amc
2020-01-28,3m Company,,2.1,8126.27,1.95,8111.0,90766.0,MMM,bmo
2020-01-28,"Xilinx, Inc.",,0.64,725.7,0.68,723.5,24842.0,XLNX,amc
2020-01-28,Mccormick  Comp...,,1.63,1511.46,1.61,1484.8,25789.0,MKC,bmo
2020-01-28,Ebay Inc.,,0.75,2805.59,0.81,2821.0,39765.0,EBAY,amc
2020-01-28,Nucor Corporati...,,0.34,5012.4,0.52,5131.75,12615.0,NUE,bmo
2020-01-28,Alaska Air Grou...,,1.41,2220.53,1.46,2228.0,4438.0,ALK,amc
2020-01-28,Paccar Inc.,,1.5,5548.5,1.53,5710.9,28924.0,PCAR,bmo
2020-01-28,A. O. Smith Cor...,,0.6,776.5,0.56,750.9,8228.0,AOS,bmo
2020-01-28,Xerox Corporati...,,1.07,2368.58,1.33,2444.0,3588.0,XRX,bmo
2020-01-28,Pfizer Inc.,,0.57,12701.2,0.55,12688.0,203807.0,PFE,bmo
2020-01-28,"Harleydavidson,...",,0.05,928.12,0.09,874.1,4318.0,HOG,bmo
2020-01-28,Boston Properti...,,1.85,697.15,1.87,706.35,14222.0,BXP,amc
2020-01-28,Canadian Nation...,,0.91,2689.97,0.95,2715.46,67993.0,CNI,amc
2020-01-28,"Popular, Inc.",,1.47,568.25,1.72,619.84,3226.0,BPOP,bmo
2020-01-28,Sap Se,,1.93,8756.55,2.02,8904.97,193972.0,SAP,bmo
2020-01-28,Lear Corporatio...,,2.25,4493.84,2.64,4817.6,6893.0,LEA,bmo
2020-01-28,Macom Technolog...,,0.03,115.0,0.07,119.1,2514.0,MTSI,amc
2020-01-28,Maxim Integrate...,,0.53,545.07,0.56,551.07,18397.0,MXIM,amc
2020-01-28,Accuray Incorpo...,,-0.07,98.45,0.01,98.83,204.0,ARAY,amc
2020-01-28,Polaris Inc.,,1.78,1768.54,1.83,1735.87,5965.0,PII,bmo
2020-01-28,Audiocodes Ltd....,,,,0.26,52.8,1153.0,AUDC,bmo
2020-01-28,Reinsurance Gro...,,3.71,3595.74,3.43,3763.0,5350.0,RGA,amc
2020-01-28,Mks Instruments...,,1.06,471.85,1.2,499.7,6591.0,MKSI,amc
2020-01-28,Principal Finan...,,1.41,4113.01,1.41,4138.1,12269.0,PFG,amc
2020-01-28,"Pultegroup, Inc...",,1.08,2971.18,1.14,3016.91,10109.0,PHM,bmo
2020-01-27,"F5 Networks, In...",,2.43,566.13,2.55,569.31,9386.0,FFIV,amc
2020-01-27,Bank Of Marin B...,,0.62,26.2,0.66,26.21,446.0,BMRC,bmo
2020-01-27,Rbb Bancorp,,0.56,31.76,0.53,28.95,267.0,RBB,amc
2020-01-27,Southern Missou...,,0.8,22.78,0.84,23.71,204.0,SMBC,amc
2020-01-27,Scorpio Bulkers...,,-1.2,55.21,5.7,60.26,165.0,SALT,bmo
2020-01-27,"Bcb Bancorp, In...",,0.26,,0.29,21.1,156.0,BCBP,amc
2020-01-27,Northrim Bancor...,,0.58,24.5,0.69,26.15,149.0,NRIM,amc
2020-01-27,Crane Company,,1.57,811.9,1.58,837.5,3480.0,CR,amc
2020-01-27,K12 Inc,,0.49,257.56,0.52,257.56,1920.0,LRN,amc
2020-01-27,Berkshire Hills...,,0.68,115.5,0.7,114.7,535.0,BHLB,amc
2020-01-27,Harborone Banco...,,0.07,44.0,0.08,46.47,492.0,HONE,amc
2020-01-27,Northeast Banco...,,,,0.53,16.88,135.0,NBN,amc
2020-01-27,Cielo Sa,,,,0.02,723.0,2606.0,CIOXY,bmo
2020-01-27,Tcf Financial C...,,0.98,557.08,1.04,566.81,4399.0,TCF,bmo
2020-01-27,Howmet Aerospac...,,0.54,3469.0,0.53,3401.0,7021.0,HWM,bmo
2020-01-27,Equity Lifestyl...,,0.52,253.4,0.52,258.64,11412.0,ELS,amc
2020-01-27,"Perkinelmer, In...",,1.32,802.0,1.35,805.5,12430.0,PKI,amc
2020-01-27,"Brown  Brown, I...",,0.27,568.07,0.28,579.0,12552.0,BRO,amc
2020-01-27,J  J Snack Food...,,1.01,280.15,0.89,282.9,2413.0,JJSF,amc
2020-01-27,Ashland Global...,,0.1,535.9,0.13,533.0,4611.0,ASH,amc
2020-01-27,Sanmina Corpora...,,0.68,,0.79,1840.17,1794.0,SANM,amc
2020-01-27,Independent Ban...,,1.29,141.55,1.32,146.3,1782.0,IBTX,amc
2020-01-27,"Rambus, Inc.",,0.25,98.03,0.01,104.3,1695.0,RMBS,amc
2020-01-27,South State Cor...,,1.43,162.15,1.48,162.76,1627.0,SSB,bmo
2020-01-27,"Wesbanco, Inc.",,0.69,133.15,0.75,137.8,1388.0,WSBC,amc
2020-01-27,Nbt Bancorp Inc...,,0.63,110.5,0.66,113.42,1342.0,NBTB,amc
2020-01-27,Lakeland Financ...,,0.77,48.46,0.86,50.0,1188.0,LKFN,bmo
2020-01-27,Heartland Finan...,,0.99,138.7,1.03,140.78,1159.0,HTLF,amc
2020-01-27,Oceanfirst Fina...,,0.53,75.18,0.51,74.59,1008.0,OCFC,amc
2020-01-27,German American...,,0.58,48.85,0.59,50.69,811.0,GABC,amc
2020-01-27,Washington Trus...,,0.95,49.7,0.89,48.61,598.0,WASH,amc
2020-01-27,Timberland Banc...,,,,0.78,16.94,147.0,TSBK,amc
2020-01-27,Flexsteel Indus...,,,,-0.19,102.95,119.0,FLXS,amc
2020-01-27,Bankwell Financ...,,0.47,14.2,0.44,13.93,125.0,BWFG,amc
2020-01-27,Graco Inc.,,0.39,391.82,0.48,412.29,8711.0,GGG,bmo
2020-01-27,Alliance Resour...,,0.2,463.0,0.2,453.34,412.0,ARLP,bmo
2020-01-27,Tanger Factory...,,0.56,114.54,0.59,116.56,612.0,SKT,bmo
2020-01-27,"D.r. Horton, In...",,0.92,3776.11,0.99,4020.7,22797.0,DHI,bmo
2020-01-27,Dr. Reddys Labo...,,,,0.4,614.0,9043.0,RDY,bmo
2020-01-27,Whirlpool Corpo...,,4.3,5531.03,4.91,5382.0,8937.0,WHR,amc
2020-01-27,Provident Finan...,,0.34,11.1,0.31,10.98,92.0,PROV,bmo
2020-01-27,Bank Of Hawaii...,,1.36,173.0,1.45,171.59,2399.0,BOH,bmo
2020-01-27,Juniper Network...,,0.58,1190.44,0.58,1208.1,7999.0,JNPR,amc
2020-01-27,Pacific Mercant...,,,,0.02,13.91,81.0,PMBC,bmo
2020-01-27,Severn Bancorp...,,,,0.09,9.51,79.0,SVBI,amc
2020-01-27,Tessco Technolo...,,0.13,150.0,0.09,139.58,49.0,TESS,bmo
2020-01-27,First Us Bancsh...,,,,0.18,10.59,37.0,FUSB,amc
2020-01-27,"Neurometrix, In...",,,,,,4.0,NURO,bmo
2020-01-24,Ericsson,,0.16,6954.0,0.15,6904.39,39074.0,ERIC,bmo
2020-01-24,Sify Technologi...,,,,,,43.0,SIFY,bmo
2020-01-24,Middlefield Ban...,,0.5,11.81,0.49,11.61,119.0,MBCN,bmo
2020-01-24,American Expres...,,2.0,11361.72,2.03,11365.0,77543.0,AXP,bmo
2020-01-24,Ames National C...,,,,0.47,14.91,179.0,ATLO,amc
2020-01-24,Summit Financia...,,0.58,,0.65,24.23,212.0,SMMF,bmo
2020-01-24,South Plains Fi...,,,,0.55,45.36,244.0,SPFI,bmo
2020-01-24,Metrocity Banks...,,0.45,26.1,0.42,24.3,350.0,MCBS,bmo
2020-01-24,Moog Inc.,,1.21,702.3,1.44,754.84,1708.0,MOG.A,bmo
2020-01-24,"Nextera Energy,...",,1.54,4792.87,1.44,4588.0,135250.0,NEE,bmo
2020-01-24,Republic Bancor...,,,,0.89,74.05,662.0,RBCAA,bmo
2020-01-24,Synchrony Finan...,,1.08,3969.5,1.1,4029.0,13215.0,SYF,bmo
2020-01-24,Air Products An...,,2.08,2240.7,2.14,2254.7,64134.0,APD,bmo
2020-01-24,Nextera Energy...,,0.44,326.83,0.5,206.0,3794.0,NEP,bmo
2020-01-24,Synovus Financi...,,0.97,483.92,0.94,497.22,3040.0,SNV,bmo
2020-01-24,Hillrom Holding...,,1.08,685.25,1.13,685.0,7551.0,HRC,bmo
2020-01-24,Lakeland Bancor...,,0.35,55.56,0.37,57.53,549.0,LBAI,bmo
2020-01-23,Pcb Bancorp,,0.39,20.2,0.26,20.26,154.0,PCB,amc
2020-01-23,Capital Bancorp...,,,,0.36,25.33,151.0,CBNK,amc
2020-01-23,"Fvcbankcorp, In...",,0.25,12.99,0.26,12.43,143.0,FVCB,amc
2020-01-23,"County Bancorp,...",,0.49,13.22,0.47,13.26,131.0,ICBK,amc
2020-01-23,First Business...,,0.55,22.79,0.67,25.66,129.0,FBIZ,amc
2020-01-23,First Western F...,,,,0.32,24.16,115.0,MYFW,amc
2020-01-23,Riverview Banco...,,0.19,14.9,0.18,14.66,109.0,RVSB,amc
2020-01-23,Sb Financial Gr...,,0.36,13.3,0.39,14.56,108.0,SBFG,amc
2020-01-23,Strattec Securi...,,,,0.1,106.28,84.0,STRT,amc
2020-01-23,Op Bancorp,,0.25,,0.26,13.59,97.0,OPBK,amc
2020-01-23,Pcsb Financial,,,,0.14,12.24,197.0,PCSB,bmo
2020-01-23,Banc Of Califor...,,0.17,65.54,0.2,61.59,519.0,BANC,bmo
2020-01-23,Metalla Royalty...,,-0.01,,-0.01,1.62,214.0,MTA,amc
2020-01-23,Independent Ban...,,0.57,44.21,0.61,46.31,298.0,IBCP,bmo
2020-01-23,Bridgewater Ban...,,0.27,20.06,0.29,21.04,277.0,BWB,bmo
2020-01-23,American Nation...,,0.76,24.78,0.71,24.31,259.0,AMNB,bmo
2020-01-23,Macatawa Bank C...,,,,0.24,20.76,257.0,MCBC,amc
2020-01-23,Reliant Bancorp...,,0.39,16.78,0.47,19.04,246.0,RBNC,amc
2020-01-23,Equity Bancshar...,,0.6,,0.68,39.05,233.0,EQBK,amc
2020-01-23,Capstar Financi...,,0.33,23.56,0.3,22.3,203.0,CSTR,amc
2020-01-23,Forestar Group...,,0.15,169.5,0.35,247.2,769.0,FOR,amc
2020-01-23,Marten Transpor...,,0.29,216.6,0.29,217.19,1496.0,MRTN,amc
2020-01-23,Citizens Financ...,,1.39,14.95,1.42,14.94,192.0,CZFS,amc
2020-01-23,"Clearfield, Inc...",,0.05,21.11,0.04,19.38,187.0,CLFD,amc
2020-01-23,Investar Holdin...,,0.48,19.21,0.39,18.54,155.0,ISTR,amc
2020-01-23,Ameris Bancorp,,0.96,213.83,0.96,210.46,1557.0,ABCB,amc
2020-01-23,"Bankunited, Inc...",,0.71,220.6,0.91,223.07,1716.0,BKU,bmo
2020-01-23,Covenant Transp...,,0.06,225.2,0.1,233.14,301.0,CVLG,amc
2020-01-23,Midwestone Fina...,,0.83,47.9,0.98,48.62,304.0,MOFG,amc
2020-01-23,Midland States...,,0.59,,0.51,67.7,333.0,MSBI,amc
2020-01-23,Dime Community...,,0.34,40.87,0.27,43.02,401.0,DCOM,amc
2020-01-23,Heritage Commer...,,0.25,41.65,0.27,41.62,421.0,HTBK,amc
2020-01-23,First Midillino...,,0.69,44.0,0.72,45.86,425.0,FMBH,bmo
2020-01-23,"Byline Bancorp,...",,0.38,68.5,0.42,68.43,497.0,BY,amc
2020-01-23,First Financial...,,0.54,155.08,0.52,155.67,1392.0,FFBC,amc
2020-01-23,Banner Corporat...,,1.04,138.18,1.07,139.77,1292.0,BANR,amc
2020-01-23,Pacific Premier...,,0.61,116.5,0.69,122.72,1250.0,PPBI,bmo
2020-01-23,Sandy Spring Ba...,,0.81,84.8,0.82,84.81,1114.0,SASR,bmo
2020-01-23,Cadence Bancorp...,,0.45,191.15,0.4,194.81,1050.0,CADE,bmo
2020-01-23,Seacoast Bankin...,,0.5,75.32,0.52,78.14,1033.0,SBCF,amc
2020-01-23,1st Source Corp...,,0.89,82.0,0.86,80.87,899.0,SRCE,amc
2020-01-23,National Bank H...,,0.58,70.53,0.62,70.67,828.0,NBHC,amc
2020-01-23,Connectone Banc...,,0.62,51.6,0.61,49.68,567.0,CNOB,bmo
2020-01-23,Heritage Financ...,,0.46,58.33,0.47,58.13,747.0,HFWA,bmo
2020-01-23,Associated Banc...,,0.41,297.3,0.45,293.08,2080.0,ASB,amc
2020-01-23,Webster Financi...,,0.97,308.73,0.96,302.17,2425.0,WBS,bmo
2020-01-23,Applied Industr...,,0.97,834.15,0.97,833.38,2488.0,AIT,bmo
2020-01-23,"Avnet, Inc.",,0.41,4431.29,0.4,4534.81,2542.0,AVT,amc
2020-01-23,Intel Corporati...,,1.24,19202.75,1.52,20209.0,257004.0,INTC,amc
2020-01-23,Procter  Gamble...,,1.37,18338.55,1.42,18240.0,309629.0,PG,bmo
2020-01-23,Intuitive Surgi...,,3.26,1232.17,3.48,1277.7,76752.0,ISRG,amc
2020-01-23,American Airlin...,,1.15,11308.3,1.15,11313.0,5828.0,AAL,bmo
2020-01-23,Skyworks Soluti...,,1.65,880.29,1.68,896.1,22932.0,SWKS,amc
2020-01-23,Comcast Corpora...,,0.75,28192.67,0.79,28398.0,193823.0,CMCSA,bmo
2020-01-23,Southwest Airli...,,1.11,5719.0,0.98,5729.0,17109.0,LUV,bmo
2020-01-23,Atlassian Corpo...,,0.27,388.65,0.37,408.73,23469.0,TEAM,amc
2020-01-23,Union Pacific C...,,2.03,5165.12,2.02,5212.0,121233.0,UNP,bmo
2020-01-23,Stmicroelectron...,,0.37,2681.5,0.43,2754.0,27737.0,STM,bmo
2020-01-23,Freeportmcmoran...,,0.01,3790.75,0.02,3911.0,19427.0,FCX,bmo
2020-01-23,V.f. Corporatio...,,1.21,3421.92,1.23,3384.52,23245.0,VFC,bmo
2020-01-23,Etrade Financia...,,0.83,677.66,0.84,679.0,11954.0,ETFC,amc
2020-01-23,Keycorp,,0.48,1639.25,0.48,1630.0,11841.0,KEY,bmo
2020-01-23,Kimberlyclark C...,,1.7,4531.74,1.71,4583.0,48971.0,KMB,bmo
2020-01-23,Discover Financ...,,2.23,2946.89,2.25,2944.0,15012.0,DFS,amc
2020-01-23,Glacier Bancorp...,,0.61,161.5,0.62,164.87,3381.0,GBCI,amc
2020-01-23,First Financial...,,0.3,101.9,0.3,104.4,4193.0,FFIN,amc
2020-01-23,East West Banco...,,1.16,408.35,1.28,431.23,5048.0,EWBC,bmo
2020-01-23,Nidec Corp.,,,,0.09,3755.83,46077.0,NJDCY,bmo
2020-01-23,Mt Bank Corpora...,,3.47,1518.61,3.6,1529.87,13333.0,MTB,bmo
2020-01-23,Western Allianc...,,1.2,284.43,1.25,288.0,3804.0,WAL,amc
2020-01-23,Svb Financial G...,,4.59,786.84,5.06,847.01,11577.0,SIVB,amc
2020-01-23,Jetblue Airways...,,0.55,2029.02,0.56,2031.0,2851.0,JBLU,bmo
2020-01-23,"Marinemax, Inc....",,0.05,260.31,0.41,304.17,564.0,HZO,bmo
2020-01-23,Huntington Banc...,,0.31,1159.94,0.28,1152.0,9351.0,HBAN,bmo
2020-01-23,The Travelers C...,,3.23,7980.25,3.32,8051.0,30446.0,TRV,bmo
2020-01-23,Nextgen Healthc...,,0.2,135.23,0.23,137.74,767.0,NXGN,amc
2020-01-22,Novagold Resour...,,-0.03,,-0.02,0.0,2904.0,NG,amc
2020-01-22,"Origin Bancorp,...",,0.58,56.7,0.55,54.91,496.0,OBNK,amc
2020-01-22,Community Bank...,,0.8,150.06,0.83,149.86,3084.0,CBU,bmo
2020-01-22,"Kinder Morgan,...",,0.26,3724.26,0.26,3352.0,34126.0,KMI,amc
2020-01-22,"Qcr Holdings, I...",,0.89,56.83,0.96,69.72,460.0,QCRH,amc
2020-01-22,"Citrix Systems,...",,1.66,799.89,1.71,809.82,20469.0,CTXS,amc
2020-01-22,Texas Capital B...,,1.55,259.71,1.44,266.15,1421.0,TCBI,amc
2020-01-22,Cathay General...,,0.83,152.3,0.84,149.86,2015.0,CATY,amc
2020-01-22,Plexus Corp.,,0.93,801.44,1.0,852.41,2161.0,PLXS,amc
2020-01-22,Sterling Bancor...,,0.53,261.57,0.54,264.1,2221.0,STL,amc
2020-01-22,Bancorpsouth Ba...,,0.6,242.6,0.65,245.47,2312.0,BXS,amc
2020-01-22,Rogers Communic...,,0.78,3017.7,0.76,2994.28,20909.0,RCI,bmo
2020-01-22,Ptc Inc.,,0.45,345.92,0.57,356.11,9620.0,PTC,amc
2020-01-22,Raymond James F...,,1.9,,1.89,2009.0,10006.0,RJF,amc
2020-01-22,"Prologis, Inc.",,0.84,726.73,0.84,723.86,72329.0,PLD,bmo
2020-01-22,Amphenol Corpor...,,0.91,1992.84,0.98,2151.0,30211.0,APH,bmo
2020-01-22,Univest Corpora...,,0.53,58.16,0.55,58.6,451.0,UVSP,amc
2020-01-22,Teledyne Techno...,,2.76,825.9,2.9,834.2,12089.0,TDY,bmo
2020-01-22,Asml Holding N....,,2.96,4337.88,2.98,4470.65,161132.0,ASML,bmo
2020-01-22,Ally Financial...,,0.95,1636.13,0.95,1643.0,7959.0,ALLY,bmo
2020-01-22,Johnson  Johnso...,,1.86,20790.71,1.88,20747.0,394504.0,JNJ,bmo
2020-01-22,"Teradyne, Inc.",,0.79,615.18,0.88,654.65,14873.0,TER,amc
2020-01-22,"Steel Dynamics,...",,0.56,2267.91,0.62,2370.49,5691.0,STLD,amc
2020-01-22,Fifth Third Ban...,,0.73,1943.68,0.68,2263.0,13783.0,FITB,bmo
2020-01-22,Fuelcell Energy...,,-0.07,8.9,-0.12,11.04,599.0,FCEL,bmo
2020-01-22,Texas Instrumen...,,1.02,3223.4,1.12,3350.0,124340.0,TXN,amc
2020-01-22,"Hope Bancorp, I...",,0.31,126.73,0.34,126.49,1088.0,HOPE,amc
2020-01-22,First Bancorp,,0.78,68.73,0.71,69.28,667.0,FBNC,amc
2020-01-22,H. B. Fuller Co...,,0.92,745.95,0.88,739.11,2342.0,FUL,amc
2020-01-22,Umpqua Holdings...,,0.36,303.79,0.38,310.56,2455.0,UMPQ,amc
2020-01-22,Customers Banco...,,0.77,93.76,0.76,103.41,354.0,CUBI,bmo
2020-01-22,Nve Corporation...,,,,0.77,6.47,300.0,NVEC,amc
2020-01-22,Cambridge Banco...,,,,1.58,31.54,300.0,CATC,bmo
2020-01-22,Business First...,,0.49,23.05,0.45,22.88,297.0,BFST,amc
2020-01-22,Cnb Financial C...,,0.69,37.09,0.69,36.5,259.0,CCNE,amc
2020-01-22,Abbott Laborato...,,0.95,8262.06,0.95,8314.0,173683.0,ABT,bmo
2020-01-22,Sl Green Realty...,,1.74,216.14,1.75,218.5,3669.0,SLG,amc
2020-01-22,Metropolitan Ba...,,0.91,29.49,0.93,30.9,255.0,MCB,amc
2020-01-22,"First Bancorp,...",,,,0.61,17.33,243.0,FNLC,amc
2020-01-22,Old Second Banc...,,0.3,33.03,0.31,32.43,234.0,OSBC,amc
2020-01-22,Central Valley...,,0.34,18.05,0.34,17.8,175.0,CVCY,amc
2020-01-22,First Internet...,,0.57,20.5,0.72,20.78,154.0,INBK,amc
2020-01-22,"Parke Bancorp,...",,,,0.63,15.54,143.0,PKBK,amc
2020-01-22,Chemung Financi...,,1.0,20.42,0.87,20.31,132.0,CHMG,amc
2020-01-22,Limestone Banco...,,0.32,10.94,0.32,10.52,73.0,LMST,amc
2020-01-22,Universal Stain...,,0.03,57.3,0.02,55.17,71.0,USAP,bmo
2020-01-22,Live Oak Bancsh...,,0.13,54.61,0.17,59.54,644.0,LOB,amc
2020-01-22,Slm Corporation...,,0.3,411.71,0.33,419.1,2637.0,SLM,amc
2020-01-22,Cvb Financial C...,,0.36,119.35,0.37,119.66,2499.0,CVBF,amc
2020-01-22,Cohen  Steers I...,,0.67,,0.74,109.85,3255.0,CNS,amc
2020-01-22,Boston Private...,,0.23,81.6,0.25,82.92,506.0,BPFH,amc
2020-01-22,Rli Corp.,,0.49,236.01,0.63,233.4,3764.0,RLI,amc
2020-01-22,Chunghwa Teleco...,,,,0.33,1812.65,28664.0,CHT,bmo
2020-01-22,Northern Trust...,,1.77,1543.29,1.7,1547.7,16609.0,NTRS,bmo
2020-01-22,Baker Hughes Co...,,0.31,6490.76,0.27,6347.0,16839.0,BKR,bmo
2020-01-22,Bok Financial C...,,1.85,454.77,1.56,448.83,3877.0,BOKF,bmo
2020-01-22,Preferred Bank,,1.26,42.57,1.31,42.29,633.0,PFBC,amc
2020-01-22,Commerce Bancsh...,,0.88,332.87,0.93,346.12,6509.0,CBSH,bmo
2020-01-21,Fb Financial Co...,,0.67,89.13,0.7,92.93,822.0,FBK,amc
2020-01-21,Triumph Bancorp...,,0.63,75.64,0.66,75.07,651.0,TBK,amc
2020-01-21,Trustco Bank Co...,,,,0.14,42.36,598.0,TRST,amc
2020-01-21,Nicolet Banksha...,,,,1.18,43.78,562.0,NCBS,amc
2020-01-21,Great Southern...,,1.24,52.9,1.24,52.64,549.0,GSBC,amc
2020-01-21,Bank First Nati...,,,,1.04,21.99,454.0,BFC,amc
2020-01-21,The First Bancs...,,0.74,38.37,0.72,41.02,446.0,FBMS,amc
2020-01-21,Century Bancorp...,,,,1.93,30.02,432.0,CNBKA,amc
2020-01-21,Peoples Bancorp...,,0.69,52.1,0.74,52.28,418.0,PEBO,bmo
2020-01-21,Franklin Financ...,,0.64,32.36,0.68,32.87,396.0,FSB,amc
2020-01-21,Sierra Bancorp,,0.56,29.8,0.6,30.67,290.0,BSRR,bmo
2020-01-21,"Smartfinancial,...",,0.4,23.31,0.46,23.94,227.0,SMBK,amc
2020-01-21,Wsfs Financial...,,0.9,157.1,0.96,159.34,1403.0,WSFS,amc
2020-01-21,Orrstown Financ...,,0.37,22.94,0.45,24.97,148.0,ORRF,amc
2020-01-21,Heartland Bancc...,,1.58,,1.67,12.57,146.0,HLAN,amc
2020-01-21,Mainstreet Bank...,,0.44,,0.43,11.37,117.0,MNSB,bmo
2020-01-21,Ameriserv Finan...,,,,0.04,12.38,51.0,ASRV,bmo
2020-01-21,Petroteq Energy...,,,,-0.02,0.1,9.0,PQEFF,amc
2020-01-21,"Shiftpixy, Inc....",,-3.9,16.58,-2.86,15.87,8.0,PIXY,amc
2020-01-21,"Unity Bancorp,...",,0.53,16.9,0.55,17.16,152.0,UNTY,bmo
2020-01-21,Renasant Corpor...,,0.65,147.15,0.66,146.77,1341.0,RNST,amc
2020-01-21,United Communit...,,0.58,144.97,0.61,146.82,1488.0,UCBI,amc
2020-01-21,Ubs Group Ag,,,,0.19,5679.0,45054.0,UBS,bmo
2020-01-21,International B...,,4.69,21694.5,4.71,21777.0,111928.0,IBM,amc
2020-01-21,United Airlines...,,2.64,10886.2,2.67,10888.0,8200.0,UAL,amc
2020-01-21,Halliburton Com...,,0.29,5086.19,0.32,5191.0,12563.0,HAL,bmo
2020-01-21,Capital One Fin...,,2.35,7347.97,2.49,7427.0,28625.0,COF,amc
2020-01-21,"Petmed Express,...",,,,0.34,59.92,686.0,PETS,bmo
2020-01-21,Td Ameritrade H...,,0.77,1298.35,0.74,1291.0,20593.0,AMTD,amc
2020-01-21,Comerica Incorp...,,1.74,801.73,1.85,810.0,5178.0,CMA,bmo
2020-01-21,Pacwest Bancorp...,,0.88,281.65,0.98,273.8,2212.0,PACW,bmo
2020-01-21,Zions Bancorpor...,,1.08,702.03,1.14,711.0,5529.0,ZION,amc
2020-01-21,First Midwest B...,,0.5,192.33,0.51,194.86,1510.0,FMBI,amc
2020-01-21,Tal Education G...,,,,0.09,862.36,44471.0,TAL,bmo
2020-01-21,Interactive Bro...,,,,0.58,500.0,21332.0,IBKR,amc
2020-01-21,F.n.b. Corporat...,,0.29,305.55,0.3,300.48,2468.0,FNB,bmo
2020-01-21,Navient Corpora...,,0.57,298.33,0.67,294.0,1472.0,NAVI,amc
2020-01-21,Fulton Financia...,,0.35,216.83,0.33,217.76,1654.0,FULT,amc
2020-01-21,Sandvik Ab,,,,0.34,2766.69,23708.0,SDVKY,bmo
2020-01-21,Signature Bank,,2.69,335.91,2.78,345.58,5869.0,SBNY,bmo
2020-01-21,Pinnacle Financ...,,1.28,260.57,1.27,253.63,3112.0,PNFP,amc
2020-01-21,Wintrust Financ...,,1.56,373.62,1.44,374.1,2577.0,WTFC,amc
2020-01-21,Old National Ba...,,0.34,196.1,0.32,196.63,2409.0,ONB,bmo
2020-01-21,Servisfirst Ban...,,0.68,80.46,0.76,82.83,2009.0,SFBS,amc
2020-01-21,Atlantic Union...,,0.71,166.7,0.71,164.32,1803.0,AUB,bmo
2020-01-21,Mercantile Bank...,,0.66,36.4,0.66,38.48,374.0,MBWM,bmo
2020-01-20,First Defiance...,,0.66,40.35,0.66,41.31,618.0,PFC,amc
2020-01-20,Enterprise Fina...,,1.09,76.78,1.09,76.03,810.0,EFSC,amc
2020-01-20,New Oriental Ed...,,0.23,,0.36,785.21,23273.0,EDU,bmo
2020-01-20,Logitech Intern...,,0.81,898.52,0.84,902.69,11757.0,LOGI,amc
2020-01-17,Schlumberger Li...,,0.37,8188.27,0.39,8228.0,27146.0,SLB,bmo
2020-01-17,Citizens Financ...,,0.96,1626.14,0.99,1637.0,10900.0,CFG,bmo
2020-01-17,Fastenal Compan...,,0.32,1293.42,0.31,1276.9,26086.0,FAST,bmo
2020-01-17,State Street Co...,,1.7,2923.71,1.98,3048.0,21751.0,STT,bmo
2020-01-17,J.b. Hunt Trans...,,1.52,2454.24,1.35,2450.32,14029.0,JBHT,bmo
2020-01-17,Kansas City Sou...,,1.81,738.35,1.82,729.5,14726.0,KSU,bmo
2020-01-17,First Horizon N...,,0.42,471.61,0.47,494.7,2969.0,FHN,bmo
2020-01-17,Regions Financi...,,0.39,1469.76,0.4,1480.0,10365.0,RF,bmo
2020-01-16,Independent Ban...,,1.4,131.07,1.38,133.29,2218.0,INDB,amc
2020-01-16,Peoples United...,,0.33,487.75,0.37,506.9,4973.0,PBCT,amc
2020-01-16,Wns Holdings Li...,,0.75,222.19,0.8,228.2,3044.0,WNS,bmo
2020-01-16,Home Bancshares...,,0.42,162.7,0.44,167.81,2738.0,HOMB,bmo
2020-01-16,Insteel Industr...,,,,0.03,97.57,381.0,IIIN,bmo
2020-01-16,Progress Softwa...,,0.75,118.5,0.79,123.42,1619.0,PRGS,amc
